/files/hits/amul-hits-1968.jpg^Indian skipper retires from tests.-Dec’14^/files/hits/amul-hits-1968.jpg^O Captain, Mahi Captain!^O Captain, Mahi Captain!^[u'Indian skipper retires from tests.-Dec\u201914']
/files/hits/amul-hits-1966.jpg^About Bharat Ratnas.. - Dec.'14^/files/hits/amul-hits-1966.jpg^Atalji Butterly Vajpayee!^Atalji Butterly Vajpayee!^[u"About Bharat Ratnas.. - Dec.'14"]
/files/hits/amul-hits-1967.jpg^Greetings for 2015 from Amul.-Dec’14^/files/hits/amul-hits-1967.jpg^Happy new cheer !^Happy new cheer !^[u'Greetings for 2015 from Amul.-Dec\u201914']
/files/hits/amul-hits-1965.jpg^Bollywood’s new comedy-drama PK –Dec’14^/files/hits/amul-hits-1965.jpg^Don't bhaste it, taste it!^Don't bhaste it, taste it!^[u'Bollywood\u2019s new comedy-drama PK \u2013Dec\u201914']
/files/hits/amul-hits-1963.jpg^Indian cricketers get verbally aggressive with Aussies! - Dec.'14^/files/hits/amul-hits-1963.jpg^What's the chatter with you guys ?^What's the chatter with you guys ?^[u"Indian cricketers get verbally aggressive with Aussies! - Dec.'14"]
/files/hits/amul-hits-1964.jpg^Amul sends everyone Christmas greetings !-Dec’14^/files/hits/amul-hits-1964.jpg^Merry X'masaka !^Merry X'masaka !^[u'Amul sends everyone Christmas greetings !-Dec\u201914']
/files/hits/amul-hits-1962.jpg^RIP - Sweet innocent children of Peshawar - Dec.'14^/files/hits/amul-hits-1962.jpg^Humein khilne do... padhne do... udne do...^Humein khilne do... padhne do... udne do...^[u"RIP - Sweet innocent children of Peshawar - Dec.'14"]
/files/hits/amul-hits-1961.jpg^Latest controversy facing government – Dec’14^/files/hits/amul-hits-1961.jpg^Easy to convert to!^Easy to convert to!^[u'Latest controversy facing government \u2013 Dec\u201914']
/files/hits/amul-hits-1960.jpg^Raising a toast to captain braveheart ! – Dec’14^/files/hits/amul-hits-1960.jpg^Vir proud of you !^Vir proud of you !^[u'Raising a toast to captain braveheart ! \u2013 Dec\u201914']
/files/hits/amul-hits-1959.jpg^Federer in Delhi for IPTL.-Dec'14^/files/hits/amul-hits-1959.jpg^Swiss cheez, Indian maska !^Swiss cheez, Indian maska !^[u"Federer in Delhi for IPTL.-Dec'14"]
/files/hits/amul-hits-1958.jpg^No spicy Indian food for US Prez ! – Dec’14^/files/hits/amul-hits-1958.jpg^Obamasala nahin ?^Obamasala nahin ?^[u'No spicy Indian food for US Prez ! \u2013 Dec\u201914']
/files/hits/amul-hits-1957.jpg^Cabs verification drive to ensure safety of women !.-Dec’14^/files/hits/amul-hits-1957.jpg^KhUberdaar kyo nahin thhe?^KhUberdaar kyo nahin thhe?^[u'Cabs verification drive to ensure safety of women !.-Dec\u201914']
/files/hits/amul-hits-1956.jpg^Arvind Kejriwal flies business class to Dubai! – Dec’14^/files/hits/amul-hits-1956.jpg^Aam aadmi ya OONCHE LOG ?^Aam aadmi ya OONCHE LOG ?^[u'Arvind Kejriwal flies business class to Dubai! \u2013 Dec\u201914']
/files/hits/amul-hits-1955.jpg^New Hollywood release for kids - Dec.'14^/files/hits/amul-hits-1955.jpg^Penguins of Maska !^Penguins of Maska !^[u"New Hollywood release for kids - Dec.'14"]
/files/hits/amul-hits-1954.jpg^Tribute to young Australian batsman.-Dec’14^/files/hits/amul-hits-1954.jpg^Hughes loss to the game....^Hughes loss to the game....^[u'Tribute to young Australian batsman.-Dec\u201914']
/files/hits/amul-hits-1952.jpg^Iconic sci-fi film creates a sensation! – Nov’14^/files/hits/amul-hits-1952.jpg^EAT -A- STELLAR SNACK !^EAT -A- STELLAR SNACK !^[u'Iconic sci-fi film creates a sensation! \u2013 Nov\u201914']
/files/hits/amul-hits-1953.jpg^Controversy over replacing German in the curriculum as third language.^/files/hits/amul-hits-1953.jpg^Sanskriti Irani !^Sanskriti Irani !^[u'Controversy over replacing German in the curriculum as third language.']
/files/hits/amul-hits-1951.jpg^American celebrity cancels plan to enter ‘Big Boss’ house.-Nov’14^/files/hits/amul-hits-1951.jpg^KIM KA DARSHAN NAHIN MILLA ?^KIM KA DARSHAN NAHIN MILLA ?^[u'American celebrity cancels plan to enter \u2018Big Boss\u2019 house.-Nov\u201914']
/files/hits/amul-hits-1950.jpg^Dr. Kurien's birthday, is now National Milk Day^/files/hits/amul-hits-1950.jpg^Happy Milkman of India's Day !^Happy Milkman of India's Day !^[u"Dr. Kurien's birthday, is now National Milk Day"]
/files/hits/amul-hits-1949.jpg^Controversial Godman in custody!^/files/hits/amul-hits-1949.jpg^Sharampal Baba ?^Sharampal Baba ?^[u'Controversial Godman in custody!']
/files/hits/amul-hits-1948.jpg^Controversial ad campaign to increase community ! - Nov.'14^/files/hits/amul-hits-1948.jpg^KHAO PARSi, PiYO PARSi, JiYO PARSi !^KHAO PARSi, PiYO PARSi, JiYO PARSi !^[u"Controversial ad campaign to increase community ! - Nov.'14"]
/files/hits/amul-hits-1947.jpg^Report on IPL match-fixing ! – Nov’14^/files/hits/amul-hits-1947.jpg^Munh khol Mudgal !^Munh khol Mudgal !^[u'Report on IPL match-fixing ! \u2013 Nov\u201914']
/files/hits/amul-hits-1946.jpg^Titanic chess battle ! – Nov’14^/files/hits/amul-hits-1946.jpg^Grandmaska !^Grandmaska !^[u'Titanic chess battle ! \u2013 Nov\u201914']
/files/hits/amul-hits-1945.jpg^Indian batsman’s world record feat! – Nov’14^/files/hits/amul-hits-1945.jpg^SUPEROHIT !^SUPEROHIT !^[u'Indian batsman\u2019s world record feat! \u2013 Nov\u201914']
/files/hits/amul-hits-1944.jpg^Russian President’s gesture creates a buzz! – Nov’14^/files/hits/amul-hits-1944.jpg^YOU SHAWL NOT DO THAT !^YOU SHAWL NOT DO THAT !^[u'Russian President\u2019s gesture creates a buzz! \u2013 Nov\u201914']
/files/hits/amul-hits-1943.jpg^Ongoing campaign against moral policing - Nov.'14^/files/hits/amul-hits-1943.jpg^Kiss power ya uss paar?^Kiss power ya uss paar?^[u"Ongoing campaign against moral policing - Nov.'14"]
/files/hits/amul-hits-1942.jpg^Service provider runs out of steam! – Nov’14^/files/hits/amul-hits-1942.jpg^Loop immobile ?^Loop immobile ?^[u'Service provider runs out of steam! \u2013 Nov\u201914']
/files/hits/amul-hits-1941.jpg^Mid-term jolt for U.S. President ! – Nov’14^/files/hits/amul-hits-1941.jpg^Obama Barracked ?^Obama Barracked ?^[u'Mid-term jolt for U.S. President ! \u2013 Nov\u201914']
/files/hits/amul-hits-1940.jpg^Tribute to one of our most versatile actors - Nov.'14^/files/hits/amul-hits-1940.jpg^Sada Amar...^Sada Amar...^[u"Tribute to one of our most versatile actors - Nov.'14"]
/files/hits/amul-hits-1939.jpg^Halloween gaining popularity in India! – Nov’14^/files/hits/amul-hits-1939.jpg^SANDWITCHES & BUTTERED GHOSTS!^SANDWITCHES & BUTTERED GHOSTS!^[u'Halloween gaining popularity in India! \u2013 Nov\u201914']
/files/hits/amul-hits-1938.jpg^Tendulkar lashes out at former coach in his autobiography ! – Nov’14^/files/hits/amul-hits-1938.jpg^GREG KO CHAPPAL MAARO!^GREG KO CHAPPAL MAARO!^[u'Tendulkar lashes out at former coach in his autobiography ! \u2013 Nov\u201914']
/files/hits/amul-hits-1937.jpg^Mosquito borne fever on the rise ! – Nov’14^/files/hits/amul-hits-1937.jpg^BE CAREFUL! IT'S DENGUEROUS!^BE CAREFUL! IT'S DENGUEROUS!^[u'Mosquito borne fever on the rise ! \u2013 Nov\u201914']
/files/hits/amul-hits-1936.jpg^Maharashtra’s new leader – Oct’14^/files/hits/amul-hits-1936.jpg^FOODNAVIS FOR CM !^FOODNAVIS FOR CM !^[u'Maharashtra\u2019s new leader \u2013 Oct\u201914']
/files/hits/amul-hits-1935.jpg^India has second largest number of women smokers after U.S. - Oct.'14^/files/hits/amul-hits-1935.jpg^Kashish chhodo, koshish karo ....^Kashish chhodo, koshish karo ....^[u"India has second largest number of women smokers after U.S. - Oct.'14"]
/files/hits/amul-hits-1934.jpg^Taj Mauled ?^/files/hits/amul-hits-1934.jpg^Seventh Wonder in danger due to unruly tourists ! – Oct’14^Seventh Wonder in danger due to unruly tourists ! – Oct’14^[u'Taj Mauled ?']
/files/hits/amul-hits-1933.jpg^PM’s Diwali celebrations with jawans ! -Oct’14^/files/hits/amul-hits-1933.jpg^Siachen jahan se achcha !^Siachen jahan se achcha !^[u'PM\u2019s Diwali celebrations with jawans ! -Oct\u201914']
/files/hits/amul-hits-1932.jpg^About undisclosed foreign accounts - Oct'14^/files/hits/amul-hits-1932.jpg^Going black on promises?^Going black on promises?^[u"About undisclosed foreign accounts - Oct'14"]
/files/hits/amul-hits-1931.jpg^BJP's winning streak continues !- Oct'14^/files/hits/amul-hits-1931.jpg^Mahanasta for winners !^Mahanasta for winners !^[u"BJP's winning streak continues !- Oct'14"]
/files/hits/amul-hits-1930.jpg^West Indies ends India tour early over pay dispute – Oct’14^/files/hits/amul-hits-1930.jpg^BRAVO FOR TAKING A STAND !^BRAVO FOR TAKING A STAND !^[u'West Indies ends India tour early over pay dispute \u2013 Oct\u201914']
/files/hits/amul-hits-1929.jpg^PPP chairman threatens India over Kashmir – Oct’14^/files/hits/amul-hits-1929.jpg^BILAWAL PHUTTO !^BILAWAL PHUTTO !^[u'PPP chairman threatens India over Kashmir \u2013 Oct\u201914']
/files/hits/amul-hits-1928.jpg^Will India get more digital post his visit? – Oct’14^/files/hits/amul-hits-1928.jpg^Facebhookh with Amul, Mark !^Facebhookh with Amul, Mark !^[u'Will India get more digital post his visit? \u2013 Oct\u201914']
/files/hits/amul-hits-1926.jpg^Joint Nobel Peace Prize winners ! – Oct’14^/files/hits/amul-hits-1926.jpg^Satyartea aur Maskala !^Satyartea aur Maskala !^[u'Joint Nobel Peace Prize winners ! \u2013 Oct\u201914']
/files/hits/amul-hits-1927.jpg^The exciting new football tournament ! – Oct’14^/files/hits/amul-hits-1927.jpg^Let's Foodbowl !^Let's Foodbowl !^[u'The exciting new football tournament ! \u2013 Oct\u201914']
/files/hits/amul-hits-1925.jpg^Indian hockey team wins gold at Asiad after 16 years! Oct.'14^/files/hits/amul-hits-1925.jpg^Goal medal !^Goal medal !^[u"Indian hockey team wins gold at Asiad after 16 years! Oct.'14"]
/files/hits/amul-hits-1924.jpg^Bollywood film adapted from Shakespeare’s Hamlet –Oct’14^/files/hits/amul-hits-1924.jpg^TRY WITH HAIDER BREAD OR ROTI!^TRY WITH HAIDER BREAD OR ROTI!^[u'Bollywood film adapted from Shakespeare\u2019s Hamlet \u2013Oct\u201914']
/files/hits/amul-hits-1923.jpg^Boxer Sarita Devi’s unfortunate episode.-Oct’14^/files/hits/amul-hits-1923.jpg^Biasian Games !^Biasian Games !^[u'Boxer Sarita Devi\u2019s unfortunate episode.-Oct\u201914']
/files/hits/amul-hits-1922.jpg^Hollywood’s most eligible bachelor ties the knot ! – Oct’14^/files/hits/amul-hits-1922.jpg^Clooney ne promise pe Amal Kiya !^Clooney ne promise pe Amal Kiya !^[u'Hollywood\u2019s most eligible bachelor ties the knot ! \u2013 Oct\u201914']
/files/hits/amul-hits-1921.jpg^P.M. enthralls audience in New York ! – Sept’14^/files/hits/amul-hits-1921.jpg^Modison Square Garden!^Modison Square Garden!^[u'P.M. enthralls audience in New York ! \u2013 Sept\u201914']
/files/hits/amul-hits-1919.jpg^The saga of Maharashtra politics – Sept’14^/files/hits/amul-hits-1919.jpg^Can't share seats? Share eats..^Can't share seats? Share eats..^[u'The saga of Maharashtra politics \u2013 Sept\u201914']
/files/hits/amul-hits-1920.jpg^Jo Baka memes gain popularity in Gujarat – Sept’14^/files/hits/amul-hits-1920.jpg^JO BHI KA !^JO BHI KA !^[u'Jo Baka memes gain popularity in Gujarat \u2013 Sept\u201914']
/files/hits/amul-hits-1918.jpg^India creates history – triumphs in mission ! – Sept’14^/files/hits/amul-hits-1918.jpg^Mangalkhaana^Mangalkhaana^[u'India creates history \u2013 triumphs in mission ! \u2013 Sept\u201914']
/files/hits/amul-hits-1917.jpg^Bollywood actress outraged by Media! – Sept’14^/files/hits/amul-hits-1917.jpg^Newspaperazzi?^Newspaperazzi?^[u'Bollywood actress outraged by Media! \u2013 Sept\u201914']
/files/hits/amul-hits-1916.jpg^Scotland remains part of U.K ! – Sept’14^/files/hits/amul-hits-1916.jpg^TRY SOME BUTTER, SCOTCH!^TRY SOME BUTTER, SCOTCH!^[u'Scotland remains part of U.K ! \u2013 Sept\u201914']
/files/hits/amul-hits-1914.jpg^Latest Bollywood film set in Goa- Sept’14.^/files/hits/amul-hits-1914.jpg^The fannytime, fannywhere snack!^The fannytime, fannywhere snack!^[u'Latest Bollywood film set in Goa- Sept\u201914.']
/files/hits/amul-hits-1915.jpg^Dhoni denied home-cooked food by hotel ! – Sept’14^/files/hits/amul-hits-1915.jpg^Biryanahin!^Biryanahin!^[u'Dhoni denied home-cooked food by hotel ! \u2013 Sept\u201914']
/files/hits/amul-hits-1913.jpg^Gujarati snacks for Chinese delegation – Sept’14^/files/hits/amul-hits-1913.jpg^Welcome to Undia !^Welcome to Undia !^[u'Gujarati snacks for Chinese delegation \u2013 Sept\u201914']
/files/hits/amul-hits-1912.jpg^Court judgment on the Blade Runner ! – Sept’14^/files/hits/amul-hits-1912.jpg^Mysterious Pistorius verdict ?^Mysterious Pistorius verdict ?^[u'Court judgment on the Blade Runner ! \u2013 Sept\u201914']
/files/hits/amul-hits-1911.jpg^Our armed forces’ valiant rescue operations ! – Sept’14^/files/hits/amul-hits-1911.jpg^Mission Koshishmir !^Mission Koshishmir !^[u'Our armed forces\u2019 valiant rescue operations ! \u2013 Sept\u201914']
/files/hits/amul-hits-1910.jpg^Biopic on Mary Kom-Sept’14.^/files/hits/amul-hits-1910.jpg^KOMBATANT !^KOMBATANT !^[u'Biopic on Mary Kom-Sept\u201914.']
/files/hits/amul-hits-1909.jpg^Homage to Dr.V.Kurien on his 2nd death anniversary – Sept’14^/files/hits/amul-hits-1909.jpg^Dr.Kurien's White Revolution Continues...^Dr.Kurien's White Revolution Continues...^[u'Homage to Dr.V.Kurien on his 2nd death anniversary \u2013 Sept\u201914']
/files/hits/amul-hits-1908.jpg^Popular song climbs the music charts- Sept14^/files/hits/amul-hits-1908.jpg^Popular song climbs the music charts- Sept14^Popular song climbs the music charts- Sept14^[u'Popular song climbs the music charts- Sept14']
/files/hits/amul-hits-1907.jpg^Popular rib-tickling TV show host ! – Sept’14^/files/hits/amul-hits-1907.jpg^He Kappeals to everybody !^He Kappeals to everybody !^[u'Popular rib-tickling TV show host ! \u2013 Sept\u201914']
/files/hits/amul-hits-1906.jpg^PM’s visit to the Land of the Rising Sun –Sept’14^/files/hits/amul-hits-1906.jpg^Talkyo, Japan.^Talkyo, Japan.^[u'PM\u2019s visit to the Land of the Rising Sun \u2013Sept\u201914']
/files/hits/amul-hits-1905.jpg^Virat’s failure being linked to love life ! – Aug’14^/files/hits/amul-hits-1905.jpg^KOHLi-PEEli ANUSHKA KO BLAME MAT KARO !^KOHLi-PEEli ANUSHKA KO BLAME MAT KARO !^[u'Virat\u2019s failure being linked to love life ! \u2013 Aug\u201914']
/files/hits/amul-hits-1904.jpg^The great director passes on - Aug'14^/files/hits/amul-hits-1904.jpg^In a gentle way you can shake the world - Gandhiji^In a gentle way you can shake the world - Gandhiji^[u"The great director passes on - Aug'14"]
/files/hits/amul-hits-1903.jpg^The ALS awareness drive –Aug’14^/files/hits/amul-hits-1903.jpg^Slice butter-it challenge !^Slice butter-it challenge !^[u'The ALS awareness drive \u2013Aug\u201914']
/files/hits/amul-hits-1902.jpg^Tribute to the legendary guru –Aug’14^/files/hits/amul-hits-1902.jpg^He made Yoga aasaan...^He made Yoga aasaan...^[u'Tribute to the legendary guru \u2013Aug\u201914']
/files/hits/amul-hits-1901.jpg^Farewell to the great Sri Lankan batsman! – Aug’14^/files/hits/amul-hits-1901.jpg^MaHaila Jayawardene !^MaHaila Jayawardene !^[u'Farewell to the great Sri Lankan batsman! \u2013 Aug\u201914']
/files/hits/amul-hits-1900.jpg^Time for a new Indian test captain?-Aug’14^/files/hits/amul-hits-1900.jpg^All MSD up ?^All MSD up ?^[u'Time for a new Indian test captain?-Aug\u201914']
/files/hits/amul-hits-1899.jpg^Protests over poster of forthcoming film.^/files/hits/amul-hits-1899.jpg^Khaa, PK jaana !^Khaa, PK jaana !^[u'Protests over poster of forthcoming film.']
/files/hits/amul-hits-1898.jpg^MPs object to Radio Jockeys! – Aug’14^/files/hits/amul-hits-1898.jpg^RJ Sabha ?^RJ Sabha ?^[u'MPs object to Radio Jockeys! \u2013 Aug\u201914']
/files/hits/amul-hits-1897.jpg^Farewell to the great comedian/actor –Aug’14^/files/hits/amul-hits-1897.jpg^Doubt extinguished his fire.^Doubt extinguished his fire.^[u'Farewell to the great comedian/actor \u2013Aug\u201914']
/files/hits/amul-hits-1896.jpg^Educational qualifications of minister in the news again !^/files/hits/amul-hits-1896.jpg^Yele University degree !^Yele University degree !^[u'Educational qualifications of minister in the news again !']
/files/hits/amul-hits-1895.jpg^India's disastrous show in England !^/files/hits/amul-hits-1895.jpg^Guest appearance or test appearance ?^Guest appearance or test appearance ?^[u"India's disastrous show in England !"]
/files/hits/amul-hits-1894.jpg^Plea for peace in Gaza –Aug’14^/files/hits/amul-hits-1894.jpg^Tell Aviv to stop !^Tell Aviv to stop !^[u'Plea for peace in Gaza \u2013Aug\u201914']
/files/hits/amul-hits-1893.jpg^Row over former minister's autobiography - Aug'14^/files/hits/amul-hits-1893.jpg^HE'S BECOME NATWARIOUS ?^HE'S BECOME NATWARIOUS ?^[u"Row over former minister's autobiography - Aug'14"]
/files/hits/amul-hits-1892.jpg^India’s outstanding performance ! – Aug’14^/files/hits/amul-hits-1892.jpg^COMMONWEALTH MEIN C'MON INDIA !^COMMONWEALTH MEIN C'MON INDIA !^[u'India\u2019s outstanding performance ! \u2013 Aug\u201914']
/files/hits/amul-hits-1891.jpg^Salman’s new blockbuster-July’14^/files/hits/amul-hits-1891.jpg^Maska laga Ke !^Maska laga Ke !^[u'Salman\u2019s new blockbuster-July\u201914']
/files/hits/amul-hits-1890.jpg^PKL gains prominence –July’14^/files/hits/amul-hits-1890.jpg^Kha, buddy, Kha, buddy, kha !^Kha, buddy, Kha, buddy, kha !^[u'PKL gains prominence \u2013July\u201914']
/files/hits/amul-hits-1889.jpg^MLA’s barb against Sania.-July’14^/files/hits/amul-hits-1889.jpg^Kiski marzi... Kiski Mirza ?^Kiski marzi... Kiski Mirza ?^[u'MLA\u2019s barb against Sania.-July\u201914']
/files/hits/amul-hits-1888.jpg^Amul girl supports & sponsors our CWG team – July’14^/files/hits/amul-hits-1888.jpg^Test of India. Best of India.^Test of India. Best of India.^[u'Amul girl supports & sponsors our CWG team \u2013 July\u201914']
/files/hits/amul-hits-1887.jpg^Historic win after 28 years ! – July’14^/files/hits/amul-hits-1887.jpg^Lords To Cheer About !^Lords To Cheer About !^[u'Historic win after 28 years ! \u2013 July\u201914']
/files/hits/amul-hits-1886.jpg^Who’ll protect our Mumbai firemen? – July’14^/files/hits/amul-hits-1886.jpg^Stop this jalta hai attitude !^Stop this jalta hai attitude !^[u'Who\u2019ll protect our Mumbai firemen? \u2013 July\u201914']
/files/hits/amul-hits-1884.jpg^All time leading goal scorer – July’14^/files/hits/amul-hits-1884.jpg^MAGNIFICENT KLOSE TO GREAT CAREER !^MAGNIFICENT KLOSE TO GREAT CAREER !^[u'All time leading goal scorer \u2013 July\u201914']
/files/hits/amul-hits-1885.jpg^Cricketer’s spat !^/files/hits/amul-hits-1885.jpg^ANGERSON VS JHAGDAJA !^ANGERSON VS JHAGDAJA !^[u'Cricketer\u2019s spat !']
/files/hits/amul-hits-1883.jpg^FIFA World Cup’s ultimate prize ! – July’14^/files/hits/amul-hits-1883.jpg^Everyone's Golden girl !^Everyone's Golden girl !^[u'FIFA World Cup\u2019s ultimate prize ! \u2013 July\u201914']
/files/hits/amul-hits-1882.jpg^FIFA World Cup winners ! – July’14^/files/hits/amul-hits-1882.jpg^Germania!^Germania!^[u'FIFA World Cup winners ! \u2013 July\u201914']
/files/hits/amul-hits-1881.jpg^Rahul Gandhi napping in Parliament ! – July’14^/files/hits/amul-hits-1881.jpg^DUTY SLEEP ?^DUTY SLEEP ?^[u'Rahul Gandhi napping in Parliament ! \u2013 July\u201914']
/files/hits/amul-hits-1879.jpg^Anticipating much needed relief! - July'14^/files/hits/amul-hits-1879.jpg^Budget utterly bujaitley delicious hoga?^Budget utterly bujaitley delicious hoga?^[u"Anticipating much needed relief! - July'14"]
/files/hits/amul-hits-1880.jpg^Brazil”s humiliating defeat ! – July’14^/files/hits/amul-hits-1880.jpg^ARRE O SAMBA , KITNE GOAL THHE ?^ARRE O SAMBA , KITNE GOAL THHE ?^[u'Brazil\u201ds humiliating defeat ! \u2013 July\u201914']
/files/hits/amul-hits-1878.jpg^Lax officiating breaks Brazil’s back – July’14^/files/hits/amul-hits-1878.jpg^REFREE - FOR - ALL !^REFREE - FOR - ALL !^[u'Lax officiating breaks Brazil\u2019s back \u2013 July\u201914']
/files/hits/amul-hits-1877.jpg^Tennis star hasn’t heard of God of cricket? – July’14^/files/hits/amul-hits-1877.jpg^Maria,Share - a - poha with Sachin !^Maria,Share - a - poha with Sachin !^[u'Tennis star hasn\u2019t heard of God of cricket? \u2013 July\u201914']
